Home Ownership,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Annual_Income_nan,Years_in_current_job_nan,Months_since_last_delinquent_nan,Bankruptcies_nan,Credit_Score_nan,Home Mortgage,Own Home,Rent,median_loan_amount,annual_income_cat,Id
Home Mortgage,10.0,0.0,8.0,17.5,219384.0,2.0,17.00315366972477,2.0,Short Term,223520.0,115577.0,17324.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,4466
Home Mortgage,1.0,0.0,17.0,24.1,302610.0,0.0,32.0,0.0,Short Term,89672.0,219792.0,21388.0,746.0,0,0,0,0,0,0,0,0,1,250118.0,2,4467
Home Mortgage,10.0,0.0,2.0,12.5,125906.0,1.0,17.00315366972477,1.0,Short Term,77264.0,68286.0,1354.0,721.0,1,1,1,1,0,0,0,0,1,250118.0,1,4468
Home Mortgage,6.0,0.0,4.0,11.4,220858.0,0.0,0.0,0.0,Short Term,39380.0,169575.0,8829.0,725.0,0,0,0,1,0,0,1,0,0,250118.0,1,4469
Home Mortgage,1.0,0.0,17.0,8.7,475354.0,0.0,0.0,0.0,Short Term,88396.0,247551.0,17151.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,4470
Home Mortgage,1.0,0.0,19.0,16.5,840752.0,0.0,0.0,0.0,Short Term,299002.0,336908.0,16241.0,731.0,1,0,0,1,0,0,0,0,1,250118.0,1,4471
Home Mortgage,8.0,0.0,7.0,21.6,110682.0,1.0,17.00315366972477,0.0,Short Term,258698.0,93689.0,16427.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,4472
Home Mortgage,7.0,2.0,9.0,13.8,334884.0,3.0,62.0,1.0,Short Term,330858.0,121467.0,15197.0,731.0,1,0,0,0,0,1,0,0,1,250118.0,2,4473
Home Mortgage,10.0,0.0,17.0,16.9,436084.0,0.0,32.0,0.0,Short Term,99999999.0,102828.0,13763.0,715.0,0,0,0,0,0,0,0,0,1,250118.0,1,4474
Home Mortgage,10.0,0.0,9.0,16.1,266156.0,1.0,37.0,1.0,Short Term,176836.0,119985.0,13567.0,746.0,0,0,0,0,0,0,0,0,1,250118.0,1,4475
Home Mortgage,10.0,0.0,11.0,32.5,244222.0,0.0,73.0,0.0,Short Term,223960.0,179702.0,29432.0,704.0,0,0,0,0,0,0,1,0,0,250118.0,3,4476
Home Mortgage,10.0,0.0,13.0,20.8,1344640.0,0.0,18.0,0.0,Short Term,549890.0,581799.0,18363.0,746.0,1,0,0,0,0,0,1,0,0,250118.0,3,4477
Home Mortgage,10.0,0.0,11.0,14.1,814506.0,0.0,0.0,0.0,Short Term,212344.0,448096.0,14875.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,4478
Home Mortgage,0.5,0.0,18.0,17.9,1789568.0,0.0,41.0,0.0,Short Term,99999999.0,612028.0,22245.0,739.0,0,0,0,0,0,0,0,0,1,250118.0,1,4479
Home Mortgage,0.5,0.0,23.0,12.0,171006.0,1.0,63.0,1.0,Short Term,329076.0,110922.0,8478.0,731.0,1,0,0,0,0,1,0,0,1,250118.0,2,4480
Home Mortgage,10.0,0.0,9.0,30.5,592174.0,0.0,0.0,0.0,Short Term,99999999.0,474582.0,15772.0,742.0,0,0,0,1,0,0,0,0,1,250118.0,3,4481
Home Mortgage,3.0,0.0,6.0,18.1,879758.0,0.0,0.0,0.0,Short Term,221518.0,187663.0,13680.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,4482
Home Mortgage,2.0,0.0,9.0,11.5,88968.0,0.0,21.0,0.0,Short Term,99999999.0,44327.0,3737.0,724.0,0,0,0,0,0,0,0,0,1,250118.0,3,4483
Home Mortgage,5.0,0.0,12.0,15.7,1075272.0,0.0,0.0,0.0,Short Term,259292.0,420679.0,25232.0,749.0,0,0,0,1,0,0,1,0,0,250118.0,2,4484
Home Mortgage,5.0,0.0,8.0,17.0,318142.0,0.0,21.0,0.0,Short Term,99999999.0,111283.0,21013.0,721.0,0,0,0,0,0,0,0,0,1,250118.0,1,4485
Home Mortgage,6.0,0.0,20.0,20.5,362890.0,0.0,0.0,0.0,Short Term,147708.0,164521.0,28141.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,4486
Home Mortgage,10.0,0.0,21.0,27.5,1063040.0,0.0,70.0,0.0,Short Term,357346.0,255227.0,7827.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4487
Home Mortgage,10.0,2.0,6.0,24.4,381128.0,2.0,17.0,0.0,Short Term,311300.0,249831.0,25732.0,731.0,1,0,0,0,0,0,0,0,1,250118.0,2,4488
Home Mortgage,10.0,0.0,9.0,22.7,505582.0,0.0,0.0,0.0,Short Term,451748.0,218766.0,29694.0,743.0,0,0,0,1,0,0,1,0,0,250118.0,2,4489
Home Mortgage,8.0,0.0,20.0,17.8,1616428.0,0.0,28.0,0.0,Short Term,451154.0,1053987.0,37076.0,738.0,1,0,0,0,0,0,0,0,1,250118.0,3,4490
Home Mortgage,10.0,0.0,10.0,13.5,325952.0,1.0,17.00315366972477,1.0,Short Term,181434.0,55746.0,5783.0,737.0,0,0,0,1,0,0,0,0,1,250118.0,1,4491
Home Mortgage,8.0,0.0,10.0,17.0,181852.0,1.0,17.00315366972477,1.0,Short Term,157168.0,112917.0,12243.0,712.0,0,0,0,1,0,0,1,0,0,250118.0,2,4492
Home Mortgage,10.0,0.0,5.0,22.4,387134.0,0.0,0.0,0.0,Short Term,107646.0,60857.0,3846.0,750.0,0,0,0,1,0,0,1,0,0,250118.0,1,4493
Home Mortgage,10.0,0.0,15.0,15.4,593032.0,0.0,0.0,0.0,Short Term,214940.0,285285.0,13065.0,714.0,1,0,0,1,0,0,1,0,0,250118.0,1,4494
Home Mortgage,1.0,0.0,7.0,15.4,404074.0,1.0,17.00315366972477,1.0,Short Term,359150.0,220552.0,31259.0,746.0,0,0,0,1,0,0,1,0,0,250118.0,3,4495
Home Mortgage,10.0,0.0,10.0,16.6,562782.0,0.0,17.0,0.0,Short Term,313676.0,290643.0,15286.0,742.0,0,0,0,0,0,0,1,0,0,250118.0,1,4496
Home Mortgage,10.0,0.0,3.0,21.7,358358.0,0.0,6.0,0.0,Short Term,262152.0,150100.0,3922.0,703.0,0,0,0,0,0,0,0,0,1,250118.0,1,4497
Home Mortgage,10.0,0.0,12.0,18.7,506154.0,0.0,0.0,0.0,Short Term,349118.0,298566.0,21762.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,4498
Home Mortgage,1.0,0.0,8.0,12.2,487388.0,0.0,37.0,0.0,Short Term,211486.0,317794.0,7864.0,742.0,1,0,0,0,0,0,1,0,0,250118.0,1,4499
Home Mortgage,1.0,0.0,13.0,7.6,654412.0,0.0,0.0,0.0,Short Term,99999999.0,176339.0,23171.0,728.0,0,0,0,1,0,0,0,0,1,250118.0,2,4500
Home Mortgage,10.0,0.0,10.0,16.5,506242.0,0.0,38.0,0.0,Short Term,67452.0,297293.0,19698.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4501
Home Mortgage,3.0,0.0,10.0,10.0,276166.0,0.0,57.0,0.0,Short Term,345004.0,12407.0,18467.0,731.0,1,0,0,0,0,1,1,0,0,250118.0,2,4502
Home Mortgage,5.0,0.0,20.0,14.4,489896.0,0.0,53.0,0.0,Short Term,99999999.0,145540.0,16908.0,745.0,0,0,0,0,0,0,1,0,0,250118.0,2,4503
Home Mortgage,5.0,0.0,20.0,11.3,915794.0,0.0,38.0,0.0,Short Term,451858.0,393091.0,30599.0,716.0,0,0,0,0,0,0,1,0,0,250118.0,3,4504
Home Mortgage,10.0,0.0,10.0,10.7,184976.0,0.0,0.0,0.0,Short Term,99999999.0,114551.0,14026.0,710.0,0,0,0,1,0,0,1,0,0,250118.0,1,4505
Home Mortgage,5.0,0.0,13.0,21.2,240328.0,0.0,19.0,0.0,Short Term,174790.0,66215.0,13055.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4506
Own Home,4.0,0.0,8.0,18.5,116248.0,0.0,20.0,0.0,Short Term,89298.0,32927.0,1434.0,717.0,0,0,0,0,0,0,0,1,0,250118.0,1,4507
Home Mortgage,6.0,0.0,6.0,20.5,141614.0,0.0,55.0,0.0,Short Term,99999999.0,93936.0,6205.0,738.0,0,0,0,0,0,0,0,0,1,250118.0,1,4508
Home Mortgage,5.0,0.0,12.0,16.4,350702.0,1.0,17.00315366972477,1.0,Short Term,99999999.0,82688.0,5301.0,735.0,0,0,0,1,0,0,0,0,1,250118.0,1,4509
Home Mortgage,9.0,0.0,15.0,17.2,248886.0,0.0,7.0,0.0,Short Term,180246.0,85766.0,12278.0,661.0,1,0,0,0,0,0,1,0,0,250118.0,1,4510
Home Mortgage,2.0,0.0,10.0,6.8,229416.0,0.0,0.0,0.0,Short Term,139304.0,90744.0,11161.0,731.0,1,0,0,1,0,0,0,0,1,250118.0,1,4511
Home Mortgage,0.5,0.0,10.0,10.1,174680.0,0.0,0.0,0.0,Short Term,114862.0,134273.0,4390.0,718.0,0,0,0,1,0,0,0,0,1,250118.0,1,4512
Home Mortgage,10.0,0.0,7.0,20.9,666050.0,0.0,39.0,0.0,Short Term,215666.0,402078.0,17322.0,741.0,0,0,0,0,0,0,0,0,1,250118.0,1,4513
Own Home,2.0,0.0,12.0,16.5,398750.0,0.0,41.0,0.0,Short Term,109010.0,262751.0,19526.0,713.0,0,0,0,0,0,0,0,1,0,250118.0,2,4514
Home Mortgage,4.0,0.0,17.0,18.0,355410.0,0.0,35.0,0.0,Short Term,99999999.0,111112.0,18594.0,741.0,0,0,0,0,0,0,1,0,0,250118.0,1,4515
Home Mortgage,10.0,0.0,13.0,16.3,653796.0,0.0,52.0,0.0,Short Term,336710.0,159790.0,53634.0,731.0,1,0,0,0,0,0,1,0,0,250118.0,3,4516
Home Mortgage,0.5,0.0,8.0,13.9,449746.0,0.0,6.0,0.0,Short Term,446072.0,362786.0,26293.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,4517
Home Mortgage,4.0,0.0,6.0,15.1,326436.0,0.0,23.0,0.0,Short Term,331672.0,157320.0,7709.0,713.0,0,0,0,0,0,0,1,0,0,250118.0,1,4518
Home Mortgage,3.0,0.0,11.0,19.8,605220.0,0.0,28.0,0.0,Short Term,333498.0,274930.0,10445.0,743.0,0,0,0,0,0,0,1,0,0,250118.0,3,4519
Home Mortgage,3.0,0.0,5.0,17.1,1251272.0,0.0,0.0,0.0,Short Term,99999999.0,28101.0,3425.0,748.0,0,0,0,1,0,0,0,0,1,250118.0,2,4520
Home Mortgage,7.0,0.0,14.0,19.1,387728.0,0.0,0.0,0.0,Short Term,65340.0,262523.0,9806.0,731.0,1,0,0,1,0,1,1,0,0,250118.0,2,4521
Home Mortgage,9.0,0.0,5.0,14.8,250250.0,0.0,43.0,0.0,Short Term,98538.0,83866.0,8113.0,731.0,1,0,0,0,0,1,0,0,1,250118.0,2,4522
Home Mortgage,0.5,0.0,13.0,12.0,288684.0,1.0,30.0,0.0,Short Term,264638.0,68324.0,10539.0,731.0,1,0,0,0,0,0,0,0,1,250118.0,1,4523
Home Mortgage,5.0,0.0,11.0,17.5,148566.0,0.0,19.0,0.0,Short Term,267344.0,63384.0,23623.0,742.0,0,0,0,0,0,0,1,0,0,250118.0,3,4524
Home Mortgage,4.0,0.0,8.0,40.4,1035276.0,0.0,28.0,0.0,Short Term,270446.0,750139.0,15936.0,744.0,0,0,0,0,0,0,1,0,0,250118.0,3,4525
Home Mortgage,9.0,0.0,8.0,26.9,357038.0,0.0,0.0,0.0,Short Term,223234.0,212154.0,5029.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,4526
Own Home,9.0,0.0,6.0,30.5,1167958.0,0.0,24.0,0.0,Short Term,217602.0,850326.0,45577.0,738.0,0,0,0,0,0,0,0,1,0,250118.0,3,4527
Home Mortgage,4.0,0.0,9.0,22.6,254232.0,1.0,17.00315366972477,1.0,Short Term,99999999.0,137446.0,14294.0,720.0,0,0,0,1,0,0,0,0,1,250118.0,3,4528
Home Mortgage,0.5,0.0,9.0,34.1,2800864.0,0.0,9.0,0.0,Short Term,295152.0,1799680.0,18410.0,704.0,0,0,0,0,0,0,1,0,0,250118.0,3,4529
Home Mortgage,2.0,0.0,11.0,16.9,500896.0,0.0,16.0,0.0,Short Term,459470.0,341753.0,21780.0,739.0,0,0,0,0,0,0,1,0,0,250118.0,3,4530
Home Mortgage,0.5,0.0,7.0,10.5,591338.0,0.0,0.0,0.0,Short Term,22352.0,25023.0,7541.0,618.0,0,0,0,1,0,0,0,0,1,250118.0,1,4531
Home Mortgage,2.0,0.0,9.0,29.6,281446.0,0.0,0.0,0.0,Short Term,253814.0,243333.0,13162.0,695.0,1,0,0,1,0,0,1,0,0,250118.0,1,4532
Home Mortgage,6.0,0.0,7.0,9.0,615648.0,0.0,7.0,0.0,Short Term,236698.0,121220.0,14078.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,4533
Own Home,1.0,0.0,7.0,10.6,51436.0,0.0,35.0,0.0,Short Term,68684.0,11191.0,7173.0,718.0,0,0,0,0,0,0,0,1,0,250118.0,1,4534
Home Mortgage,10.0,0.0,11.0,38.4,855052.0,0.0,81.0,0.0,Short Term,347292.0,512487.0,15997.0,732.0,0,0,0,0,0,0,1,0,0,250118.0,1,4535
Home Mortgage,2.0,0.0,6.0,20.0,108196.0,0.0,29.0,0.0,Short Term,346676.0,28025.0,10719.0,736.0,0,0,0,0,0,0,0,0,1,250118.0,3,4536
Home Mortgage,1.0,0.0,15.0,12.6,168718.0,0.0,47.0,0.0,Short Term,122738.0,92226.0,2655.0,723.0,0,0,0,0,0,0,0,0,1,250118.0,1,4537
Home Mortgage,10.0,0.0,9.0,12.0,503514.0,0.0,22.0,0.0,Short Term,281754.0,262656.0,7976.0,731.0,1,0,0,0,0,0,1,0,0,250118.0,1,4538
Home Mortgage,1.0,0.0,7.0,12.0,73766.0,0.0,61.0,0.0,Short Term,147708.0,33136.0,26919.0,731.0,1,0,0,0,0,1,1,0,0,250118.0,2,4539
Home Mortgage,8.0,0.0,12.0,18.0,390126.0,0.0,37.0,0.0,Short Term,215490.0,271567.0,26272.0,731.0,1,0,0,0,0,0,1,0,0,250118.0,2,4540
Home Mortgage,9.0,0.0,11.0,20.0,638132.0,0.0,0.0,0.0,Short Term,275792.0,283822.0,6288.0,742.0,0,0,0,1,0,0,0,0,1,250118.0,1,4541
Home Mortgage,6.0,0.0,16.0,16.0,1071202.0,0.0,0.0,0.0,Short Term,219010.0,517142.0,43030.0,746.0,1,0,0,1,0,0,1,0,0,250118.0,3,4542
Home Mortgage,10.0,0.0,13.0,33.7,1356014.0,0.0,0.0,0.0,Short Term,119856.0,885362.0,29293.0,744.0,1,0,0,1,0,0,1,0,0,250118.0,3,4543
Home Mortgage,3.0,0.0,10.0,28.7,319022.0,0.0,36.0,0.0,Short Term,216920.0,115729.0,29405.0,731.0,1,0,0,0,0,1,0,0,1,250118.0,2,4544
Home Mortgage,10.0,0.0,6.0,20.6,418594.0,0.0,0.0,0.0,Short Term,409926.0,243656.0,8340.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,4545
Home Mortgage,10.0,0.0,6.0,16.7,102432.0,1.0,17.00315366972477,1.0,Short Term,99999999.0,70319.0,8292.0,647.0,0,0,0,1,0,0,0,0,1,250118.0,2,4546
Home Mortgage,10.0,0.0,14.0,12.0,831204.0,0.0,0.0,0.0,Short Term,368786.0,262010.0,19169.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,4547
Own Home,10.0,0.0,13.0,15.5,614658.0,0.0,0.0,0.0,Short Term,330264.0,382736.0,15688.0,731.0,1,0,0,1,0,0,0,1,0,250118.0,2,4548
Home Mortgage,10.0,0.0,30.0,21.8,1196932.0,0.0,6.0,0.0,Short Term,529606.0,351462.0,19308.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4549
Home Mortgage,1.0,0.0,7.0,24.3,675422.0,0.0,9.0,0.0,Short Term,221540.0,190171.0,7787.0,732.0,1,0,0,0,0,0,1,0,0,250118.0,2,4550
Home Mortgage,6.0,0.0,9.0,31.0,360492.0,0.0,0.0,0.0,Short Term,218504.0,278939.0,25538.0,720.0,0,0,0,1,0,0,0,0,1,250118.0,2,4551
Home Mortgage,2.0,0.0,6.0,15.4,238392.0,1.0,17.00315366972477,1.0,Short Term,187572.0,133627.0,10301.0,738.0,0,0,0,1,0,0,0,0,1,250118.0,1,4552
Own Home,3.0,0.0,9.0,9.6,429440.0,0.0,0.0,0.0,Short Term,222398.0,244036.0,10244.0,731.0,0,0,0,1,0,1,0,1,0,250118.0,2,4553
Home Mortgage,10.0,0.0,22.0,19.9,1122748.0,0.0,35.0,0.0,Short Term,431464.0,355851.0,43858.0,731.0,0,0,0,0,0,0,1,0,0,250118.0,3,4554
Home Mortgage,10.0,0.0,15.0,15.0,400466.0,0.0,14.0,0.0,Short Term,200442.0,133152.0,11668.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,4555
Home Mortgage,10.0,0.0,18.0,17.6,1118810.0,0.0,44.0,0.0,Short Term,229416.0,503405.0,42335.0,699.0,0,0,0,0,0,0,1,0,0,250118.0,3,4556
Home Mortgage,1.0,0.0,2.0,6.8,66726.0,0.0,0.0,0.0,Short Term,86130.0,48868.0,1321.0,693.0,0,0,0,1,0,0,0,0,1,250118.0,1,4557
Home Mortgage,10.0,0.0,7.0,21.9,1613018.0,0.0,0.0,0.0,Short Term,588830.0,72447.0,33196.0,748.0,0,0,0,1,0,0,1,0,0,250118.0,3,4558
Home Mortgage,10.0,0.0,9.0,23.7,467192.0,0.0,16.0,0.0,Short Term,221254.0,79895.0,19268.0,746.0,0,0,0,0,0,0,1,0,0,250118.0,1,4559
Home Mortgage,0.5,0.0,14.0,17.5,981838.0,0.0,13.0,0.0,Short Term,514294.0,418038.0,34342.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4560
Home Mortgage,0.5,0.0,4.0,11.6,203126.0,0.0,0.0,0.0,Short Term,223102.0,83163.0,6105.0,747.0,0,0,0,1,0,0,0,0,1,250118.0,1,4561
Home Mortgage,10.0,0.0,7.0,16.6,383636.0,0.0,0.0,0.0,Short Term,153494.0,322392.0,13728.0,737.0,0,0,0,1,0,0,0,0,1,250118.0,1,4562
Home Mortgage,4.0,0.0,8.0,11.1,216348.0,0.0,0.0,0.0,Short Term,162338.0,174154.0,13938.0,731.0,1,0,0,1,0,1,1,0,0,250118.0,2,4563
Home Mortgage,10.0,0.0,9.0,16.5,209110.0,0.0,33.0,0.0,Short Term,239426.0,41363.0,12086.0,741.0,0,0,0,0,0,0,0,0,1,250118.0,1,4564
Home Mortgage,0.5,0.0,8.0,10.9,187264.0,0.0,48.0,0.0,Short Term,99999999.0,154945.0,8095.0,736.0,0,0,0,0,0,0,0,0,1,250118.0,1,4565
Home Mortgage,5.0,0.0,16.0,18.4,378774.0,0.0,0.0,0.0,Short Term,180246.0,205105.0,15936.0,731.0,0,0,0,1,0,1,1,0,0,250118.0,2,4566
Home Mortgage,4.0,0.0,15.0,8.9,447920.0,0.0,0.0,0.0,Short Term,99999999.0,337706.0,19222.0,725.0,0,0,0,1,0,0,0,0,1,250118.0,2,4567
Home Mortgage,10.0,0.0,9.0,14.9,301950.0,0.0,0.0,0.0,Short Term,451506.0,147326.0,55851.0,743.0,1,0,0,1,0,0,1,0,0,250118.0,3,4568
Home Mortgage,0.5,0.0,12.0,14.7,808434.0,0.0,10.0,0.0,Short Term,262064.0,328149.0,13580.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,4569
Home Mortgage,10.0,0.0,14.0,13.0,1071488.0,0.0,19.0,0.0,Short Term,497904.0,861536.0,23308.0,711.0,1,0,0,0,0,0,1,0,0,250118.0,3,4570
Home Mortgage,10.0,0.0,15.0,17.2,793804.0,1.0,17.00315366972477,1.0,Short Term,268488.0,181678.0,36353.0,719.0,0,0,0,1,0,0,1,0,0,250118.0,2,4571
Own Home,5.0,0.0,9.0,43.0,548680.0,1.0,82.0,1.0,Short Term,54626.0,277210.0,17062.0,689.0,0,0,0,0,0,0,0,1,0,250118.0,1,4572
Home Mortgage,1.0,0.0,16.0,14.2,1039104.0,0.0,0.0,0.0,Short Term,99999999.0,317680.0,23542.0,737.0,0,0,0,1,0,0,0,0,1,250118.0,2,4573
Home Mortgage,0.5,0.0,7.0,23.4,294822.0,0.0,26.0,0.0,Short Term,337656.0,221008.0,12928.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,4574
Home Mortgage,0.5,0.0,7.0,14.5,132990.0,0.0,0.0,0.0,Short Term,87164.0,74081.0,7779.0,729.0,0,0,0,1,0,0,1,0,0,250118.0,1,4575
Home Mortgage,7.0,0.0,8.0,18.6,178002.0,1.0,62.0,1.0,Short Term,104148.0,102372.0,6034.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4576
Home Mortgage,3.0,0.0,3.0,10.0,77110.0,0.0,0.0,0.0,Short Term,52910.0,65075.0,8738.0,709.0,0,0,0,1,0,0,0,0,1,250118.0,1,4577
Home Mortgage,3.0,0.0,8.0,15.5,814902.0,0.0,0.0,0.0,Short Term,99999999.0,154831.0,3432.0,748.0,0,0,0,1,0,0,0,0,1,250118.0,3,4578
Home Mortgage,10.0,0.0,22.0,16.3,1431870.0,0.0,0.0,0.0,Short Term,386320.0,588639.0,34508.0,736.0,0,0,0,1,0,0,1,0,0,250118.0,3,4579
Home Mortgage,3.0,0.0,13.0,26.3,464728.0,0.0,11.0,0.0,Short Term,440220.0,237196.0,19659.0,735.0,1,0,0,0,0,0,0,0,1,250118.0,3,4580
Home Mortgage,1.0,0.0,20.0,13.8,213752.0,0.0,66.0,0.0,Short Term,333762.0,92663.0,8918.0,710.0,0,0,0,0,0,0,0,0,1,250118.0,2,4581
Home Mortgage,10.0,0.0,13.0,13.1,314094.0,0.0,39.0,0.0,Short Term,212828.0,72162.0,12947.0,664.0,0,0,0,0,0,0,1,0,0,250118.0,1,4582
Own Home,4.0,0.0,15.0,27.4,1980792.0,0.0,0.0,0.0,Short Term,150480.0,1110246.0,44783.0,745.0,0,0,0,1,0,0,0,1,0,250118.0,3,4583
Home Mortgage,2.0,0.0,14.0,15.0,496100.0,0.0,61.0,0.0,Short Term,327184.0,245936.0,21825.0,713.0,1,0,0,0,0,0,1,0,0,250118.0,1,4584
Home Mortgage,10.0,0.0,18.0,8.5,1049312.0,0.0,0.0,0.0,Short Term,265628.0,380608.0,17326.0,733.0,0,0,0,1,0,0,1,0,0,250118.0,3,4585
Home Mortgage,10.0,0.0,9.0,23.9,263252.0,0.0,29.0,0.0,Short Term,64790.0,140961.0,9625.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4586
Home Mortgage,9.0,0.0,8.0,23.3,655314.0,0.0,12.0,0.0,Short Term,366674.0,256956.0,26079.0,695.0,0,0,0,0,0,0,0,0,1,250118.0,1,4587
Home Mortgage,2.0,0.0,10.0,11.0,306240.0,0.0,0.0,0.0,Short Term,360140.0,233548.0,13539.0,731.0,1,0,0,1,0,1,0,0,1,250118.0,2,4588
Home Mortgage,5.0,0.0,12.0,13.8,621940.0,0.0,0.0,0.0,Short Term,134310.0,345914.0,15370.0,747.0,0,0,0,1,0,0,1,0,0,250118.0,2,4589
Home Mortgage,0.5,0.0,20.0,8.5,1577906.0,0.0,0.0,0.0,Short Term,619256.0,911677.0,66891.0,718.0,0,0,0,1,0,0,0,0,1,250118.0,3,4590
Home Mortgage,10.0,0.0,9.0,23.0,614020.0,0.0,20.0,0.0,Short Term,100188.0,405156.0,20234.0,732.0,0,0,0,0,0,0,1,0,0,250118.0,3,4591
Home Mortgage,2.0,0.0,11.0,13.5,430980.0,0.0,0.0,0.0,Short Term,426272.0,260547.0,18246.0,740.0,0,0,0,1,0,0,0,0,1,250118.0,1,4592
Home Mortgage,7.0,0.0,11.0,20.5,664686.0,0.0,31.0,0.0,Short Term,295130.0,270959.0,19832.0,731.0,0,0,0,0,0,1,0,0,1,250118.0,2,4593
Home Mortgage,0.5,0.0,11.0,25.8,294052.0,0.0,31.0,0.0,Short Term,324588.0,84056.0,18493.0,739.0,0,0,0,0,0,0,1,0,0,250118.0,1,4594
Home Mortgage,4.0,0.0,20.0,22.4,763532.0,0.0,0.0,0.0,Short Term,336732.0,435214.0,27136.0,722.0,0,0,0,1,0,0,0,0,1,250118.0,1,4595
Home Mortgage,8.0,0.0,12.0,11.7,933768.0,0.0,0.0,0.0,Short Term,99999999.0,476615.0,24839.0,740.0,0,0,0,1,0,0,1,0,0,250118.0,3,4596
Home Mortgage,6.0,0.0,8.0,19.1,444488.0,0.0,8.0,0.0,Short Term,777854.0,364686.0,28950.0,731.0,0,0,0,0,0,1,1,0,0,250118.0,2,4597
Home Mortgage,10.0,0.0,15.0,19.4,998602.0,0.0,0.0,0.0,Short Term,219956.0,735642.0,22965.0,698.0,1,0,0,1,0,0,1,0,0,250118.0,3,4598
Home Mortgage,10.0,0.0,7.0,9.0,220176.0,0.0,0.0,0.0,Short Term,76230.0,109326.0,3321.0,731.0,1,1,1,1,0,1,0,0,1,250118.0,2,4599
Home Mortgage,10.0,0.0,16.0,14.0,531366.0,0.0,54.0,0.0,Short Term,212080.0,162925.0,16279.0,734.0,0,0,0,0,0,0,0,0,1,250118.0,3,4600
Home Mortgage,0.5,0.0,19.0,16.0,363836.0,0.0,9.0,0.0,Short Term,179674.0,217436.0,12986.0,742.0,0,0,0,0,0,0,1,0,0,250118.0,3,4601
Home Mortgage,1.0,0.0,14.0,20.4,2477156.0,0.0,0.0,0.0,Short Term,563750.0,1275071.0,60973.0,731.0,1,0,0,1,0,1,1,0,0,250118.0,2,4602
Home Mortgage,10.0,0.0,13.0,32.2,460350.0,1.0,44.0,1.0,Short Term,142010.0,199975.0,11291.0,696.0,0,1,1,0,0,0,0,0,1,250118.0,1,4603
Own Home,5.0,0.0,8.0,9.9,342408.0,0.0,0.0,0.0,Short Term,198924.0,228874.0,8752.0,731.0,0,0,0,1,0,1,0,1,0,250118.0,2,4604
Home Mortgage,7.0,0.0,11.0,38.7,235576.0,0.0,78.0,0.0,Short Term,137764.0,158897.0,15242.0,724.0,1,0,0,0,0,0,0,0,1,250118.0,1,4605
Home Mortgage,4.0,0.0,8.0,15.8,221188.0,0.0,49.0,0.0,Short Term,99999999.0,144210.0,9099.0,740.0,0,0,0,0,0,0,0,0,1,250118.0,1,4606
Home Mortgage,10.0,0.0,17.0,16.8,423654.0,0.0,47.0,0.0,Short Term,291500.0,240749.0,11982.0,717.0,1,0,0,0,0,0,1,0,0,250118.0,2,4607
Home Mortgage,10.0,0.0,12.0,13.1,648252.0,0.0,0.0,0.0,Short Term,296824.0,395827.0,28733.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,4608
Home Mortgage,2.0,0.0,11.0,19.6,311960.0,1.0,17.00315366972477,1.0,Short Term,274758.0,202597.0,19616.0,725.0,0,0,0,1,0,0,1,0,0,250118.0,1,4609
Home Mortgage,2.0,0.0,13.0,15.1,1148664.0,0.0,0.0,0.0,Short Term,303204.0,536674.0,31484.0,731.0,0,0,0,1,0,1,0,0,1,250118.0,2,4610
Home Mortgage,10.0,0.0,7.0,23.5,923780.0,0.0,0.0,0.0,Short Term,99999999.0,608722.0,33316.0,743.0,0,0,0,1,0,0,1,0,0,250118.0,3,4611
Home Mortgage,0.5,0.0,13.0,30.0,1110406.0,0.0,10.0,0.0,Short Term,432498.0,199462.0,9687.0,720.0,1,0,0,0,0,0,0,0,1,250118.0,1,4612
